# Third-party dependency licenses
#
# Generated for Groma v0.2.0 from the full build dependency closure of
# ./cmd/groma and ./cmd/manager, via:
#   go install github.com/google/go-licenses/v2@latest
#   go-licenses csv ./cmd/groma ./cmd/manager
#
# 8 packages the tool classified as Unknown were checked by hand against
# their upstream LICENSE files and corrected below; see NOTICE for
# reproduced attribution notices where upstream projects ship a NOTICE file.
package,license_url,license
github.com/secure-systems-lab/go-securesystemslib,https://github.com/secure-systems-lab/go-securesystemslib/blob/v0.11.0/LICENSE,MIT
github.com/shibumi/go-pathspec,https://github.com/shibumi/go-pathspec/blob/v1.3.0/LICENSE,Apache-2.0
github.com/sigstore/cosign/v2,https://github.com/sigstore/cosign/blob/v2.6.4/LICENSE,Apache-2.0
github.com/sigstore/fulcio/pkg/api,https://github.com/sigstore/fulcio/blob/v1.8.4/LICENSE,Apache-2.0
github.com/sigstore/protobuf-specs/gen/pb-go,https://github.com/sigstore/protobuf-specs/blob/v0.5.0/LICENSE,Apache-2.0
github.com/sigstore/rekor-tiles/v2,https://github.com/sigstore/rekor-tiles/blob/v2.0.1/LICENSE,Apache-2.0
github.com/sigstore/rekor/pkg,https://github.com/sigstore/rekor/blob/v1.4.3/LICENSE,Apache-2.0
github.com/sigstore/sigstore-go/pkg,https://github.com/sigstore/sigstore-go/blob/v1.1.4/LICENSE,Apache-2.0
github.com/sigstore/sigstore/pkg,https://github.com/sigstore/sigstore/blob/v1.10.8/LICENSE,Apache-2.0
github.com/sigstore/sigstore/pkg/signature/kms/aws,https://github.com/sigstore/sigstore/blob/pkg/signature/kms/aws/v1.10.3/pkg/signature/kms/aws/LICENSE,Apache-2.0
github.com/sigstore/sigstore/pkg/signature/kms/azure,https://github.com/sigstore/sigstore/blob/pkg/signature/kms/azure/v1.10.3/pkg/signature/kms/azure/LICENSE,Apache-2.0
github.com/sigstore/sigstore/pkg/signature/kms/gcp,https://github.com/sigstore/sigstore/blob/pkg/signature/kms/gcp/v1.10.3/pkg/signature/kms/gcp/LICENSE,Apache-2.0
github.com/sigstore/sigstore/pkg/signature/kms/hashivault,https://github.com/sigstore/sigstore/blob/pkg/signature/kms/hashivault/v1.10.3/pkg/signature/kms/hashivault/LICENSE,Apache-2.0
github.com/sigstore/timestamp-authority/v2/pkg/verification,https://github.com/sigstore/timestamp-authority/blob/v2.0.3/LICENSE,Apache-2.0
github.com/sirupsen/logrus,https://github.com/sirupsen/logrus/blob/v1.9.3/LICENSE,MIT
github.com/sourcegraph/conc,https://github.com/sourcegraph/conc/blob/5f936abd7ae8/LICENSE,MIT
github.com/spf13/afero,https://github.com/spf13/afero/blob/v1.15.0/LICENSE.txt,Apache-2.0
github.com/spf13/cast,https://github.com/spf13/cast/blob/v1.10.0/LICENSE,MIT
github.com/spf13/cobra,https://github.com/spf13/cobra/blob/v1.10.2/LICENSE.txt,Apache-2.0
github.com/spf13/pflag,https://github.com/spf13/pflag/blob/v1.0.10/LICENSE,BSD-3-Clause
github.com/spf13/viper,https://github.com/spf13/viper/blob/v1.21.0/LICENSE,MIT
github.com/spiffe/go-spiffe/v2,https://github.com/spiffe/go-spiffe/blob/v2.6.0/LICENSE,Apache-2.0
github.com/subosito/gotenv,https://github.com/subosito/gotenv/blob/v1.6.0/LICENSE,MIT
github.com/syndtr/goleveldb/leveldb,https://github.com/syndtr/goleveldb/blob/126854af5e6d/LICENSE,BSD-2-Clause
github.com/theupdateframework/go-tuf,https://github.com/theupdateframework/go-tuf/blob/v0.7.0/LICENSE,BSD-3-Clause
github.com/theupdateframework/go-tuf/v2/metadata,https://github.com/theupdateframework/go-tuf/blob/v2.3.0/LICENSE,Apache-2.0
github.com/titanous/rocacheck,https://github.com/titanous/rocacheck/blob/afe73141d399/LICENSE,MIT
github.com/tjfoc/gmsm/sm3,https://github.com/tjfoc/gmsm/blob/v1.4.1/LICENSE,Apache-2.0
github.com/transparency-dev/formats/log,https://github.com/transparency-dev/formats/blob/404c0d5b696c/LICENSE,Apache-2.0
github.com/transparency-dev/merkle,https://github.com/transparency-dev/merkle/blob/v0.0.2/LICENSE,Apache-2.0
github.com/vbatts/tar-split/archive/tar,https://github.com/vbatts/tar-split/blob/v0.12.2/LICENSE,BSD-3-Clause
github.com/x448/float16,https://github.com/x448/float16/blob/v0.8.4/LICENSE,MIT
github.com/xlab/treeprint,https://github.com/xlab/treeprint/blob/v1.2.0/LICENSE,MIT
github.com/youmark/pkcs8,https://github.com/youmark/pkcs8/blob/a2c0da244d78/LICENSE,MIT
gitlab.com/gitlab-org/api/client-go,https://gitlab.com/gitlab-org/api/client-go/-/blob/v0.143.3/LICENSE,Apache-2.0
go.mongodb.org/mongo-driver,https://github.com/mongodb/mongo-go-driver/blob/v1.17.6/LICENSE,Apache-2.0
go.opentelemetry.io/auto/sdk,https://github.com/open-telemetry/opentelemetry-go-instrumentation/blob/sdk/v1.2.1/sdk/LICENSE,Apache-2.0
go.opentelemetry.io/contrib/detectors/gcp,https://github.com/open-telemetry/opentelemetry-go-contrib/blob/detectors/gcp/v1.43.0/detectors/gcp/LICENSE,Apache-2.0
go.opentelemetry.io/contrib/detectors/gcp,https://github.com/open-telemetry/opentelemetry-go-contrib/blob/detectors/gcp/v1.43.0/detectors/gcp/LICENSE,BSD-3-Clause
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc,https://github.com/open-telemetry/opentelemetry-go-contrib/blob/instrumentation/google.golang.org/grpc/otelgrpc/v0.68.0/instrumentation/google.golang.org/grpc/otelgrpc/LICENSE,Apache-2.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc,https://github.com/open-telemetry/opentelemetry-go-contrib/blob/instrumentation/google.golang.org/grpc/otelgrpc/v0.68.0/instrumentation/google.golang.org/grpc/otelgrpc/LICENSE,BSD-3-Clause
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,https://github.com/open-telemetry/opentelemetry-go-contrib/blob/instrumentation/net/http/otelhttp/v0.67.0/instrumentation/net/http/otelhttp/LICENSE,Apache-2.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,https://github.com/open-telemetry/opentelemetry-go-contrib/blob/instrumentation/net/http/otelhttp/v0.67.0/instrumentation/net/http/otelhttp/LICENSE,BSD-3-Clause
go.opentelemetry.io/otel,https://github.com/open-telemetry/opentelemetry-go/blob/v1.44.0/LICENSE,Apache-2.0
go.opentelemetry.io/otel,https://github.com/open-telemetry/opentelemetry-go/blob/v1.44.0/LICENSE,BSD-3-Clause
go.opentelemetry.io/otel/metric,https://github.com/open-telemetry/opentelemetry-go/blob/metric/v1.44.0/metric/LICENSE,Apache-2.0
go.opentelemetry.io/otel/metric,https://github.com/open-telemetry/opentelemetry-go/blob/metric/v1.44.0/metric/LICENSE,BSD-3-Clause
go.opentelemetry.io/otel/sdk,https://github.com/open-telemetry/opentelemetry-go/blob/sdk/v1.44.0/sdk/LICENSE,Apache-2.0
go.opentelemetry.io/otel/sdk,https://github.com/open-telemetry/opentelemetry-go/blob/sdk/v1.44.0/sdk/LICENSE,BSD-3-Clause
go.opentelemetry.io/otel/sdk/metric,https://github.com/open-telemetry/opentelemetry-go/blob/sdk/metric/v1.44.0/sdk/metric/LICENSE,Apache-2.0
go.opentelemetry.io/otel/sdk/metric,https://github.com/open-telemetry/opentelemetry-go/blob/sdk/metric/v1.44.0/sdk/metric/LICENSE,BSD-3-Clause
go.opentelemetry.io/otel/trace,https://github.com/open-telemetry/opentelemetry-go/blob/trace/v1.44.0/trace/LICENSE,Apache-2.0
go.opentelemetry.io/otel/trace,https://github.com/open-telemetry/opentelemetry-go/blob/trace/v1.44.0/trace/LICENSE,BSD-3-Clause
go.uber.org/multierr,https://github.com/uber-go/multierr/blob/v1.11.0/LICENSE.txt,MIT
go.uber.org/zap,https://github.com/uber-go/zap/blob/v1.27.1/LICENSE,MIT
go.yaml.in/yaml/v2,https://github.com/yaml/go-yaml/blob/v2.4.3/LICENSE,Apache-2.0
go.yaml.in/yaml/v3,https://github.com/yaml/go-yaml/blob/v3.0.4/LICENSE,MIT
golang.org/x/crypto,https://cs.opensource.google/go/x/crypto/+/v0.53.0:LICENSE,BSD-3-Clause
golang.org/x/mod,https://cs.opensource.google/go/x/mod/+/v0.36.0:LICENSE,BSD-3-Clause
golang.org/x/net,https://cs.opensource.google/go/x/net/+/v0.56.0:LICENSE,BSD-3-Clause
golang.org/x/oauth2,https://cs.opensource.google/go/x/oauth2/+/v0.36.0:LICENSE,BSD-3-Clause
golang.org/x/sync,https://cs.opensource.google/go/x/sync/+/v0.21.0:LICENSE,BSD-3-Clause
golang.org/x/sys,https://cs.opensource.google/go/x/sys/+/v0.46.0:LICENSE,BSD-3-Clause
golang.org/x/term,https://cs.opensource.google/go/x/term/+/v0.44.0:LICENSE,BSD-3-Clause
golang.org/x/text,https://cs.opensource.google/go/x/text/+/v0.38.0:LICENSE,BSD-3-Clause
golang.org/x/time/rate,https://cs.opensource.google/go/x/time/+/v0.15.0:LICENSE,BSD-3-Clause
gomodules.xyz/jsonpatch/v2,https://github.com/gomodules/jsonpatch/blob/v2.4.0/v2/LICENSE,Apache-2.0
google.golang.org/api,https://github.com/googleapis/google-api-go-client/blob/v0.287.1/LICENSE,BSD-3-Clause
google.golang.org/api/internal/third_party/uritemplates,https://github.com/googleapis/google-api-go-client/blob/v0.287.1/internal/third_party/uritemplates/LICENSE,BSD-3-Clause
google.golang.org/genproto/googleapis,https://github.com/googleapis/go-genproto/blob/aa98bba5eb94/LICENSE,Apache-2.0
google.golang.org/genproto/googleapis/api,https://github.com/googleapis/go-genproto/blob/925bb5da69e7/googleapis/api/LICENSE,Apache-2.0
google.golang.org/genproto/googleapis/rpc,https://github.com/googleapis/go-genproto/blob/925bb5da69e7/googleapis/rpc/LICENSE,Apache-2.0
google.golang.org/grpc,https://github.com/grpc/grpc-go/blob/v1.82.0/LICENSE,Apache-2.0
google.golang.org/protobuf,https://github.com/protocolbuffers/protobuf-go/blob/f2248ac996af/LICENSE,BSD-3-Clause
gopkg.in/evanphx/json-patch.v4,https://github.com/evanphx/json-patch/blob/v4.13.0/LICENSE,BSD-3-Clause
gopkg.in/inf.v0,https://github.com/go-inf/inf/blob/v0.9.1/LICENSE,BSD-3-Clause
gopkg.in/ini.v1,https://github.com/go-ini/ini/blob/v1.67.0/LICENSE,Apache-2.0
k8s.io/api,https://github.com/kubernetes/api/blob/v0.36.3/LICENSE,Apache-2.0
k8s.io/apiextensions-apiserver/pkg/apis/apiextensions,https://github.com/kubernetes/apiextensions-apiserver/blob/v0.36.0/LICENSE,Apache-2.0
k8s.io/apimachinery/pkg,https://github.com/kubernetes/apimachinery/blob/v0.36.3/LICENSE,Apache-2.0
k8s.io/apimachinery/third_party/forked/golang,https://github.com/kubernetes/apimachinery/blob/v0.36.3/third_party/forked/golang/LICENSE,BSD-3-Clause
k8s.io/cli-runtime/pkg/resource,https://github.com/kubernetes/cli-runtime/blob/v0.32.1/LICENSE,Apache-2.0
k8s.io/client-go,https://github.com/kubernetes/client-go/blob/v0.36.3/LICENSE,Apache-2.0
k8s.io/klog/v2,https://github.com/kubernetes/klog/blob/v2.140.0/LICENSE,Apache-2.0
k8s.io/kube-openapi/pkg,https://github.com/kubernetes/kube-openapi/blob/43fb72c5454a/LICENSE,Apache-2.0
k8s.io/kube-openapi/pkg/internal/third_party/go-json-experiment/json,https://github.com/kubernetes/kube-openapi/blob/43fb72c5454a/pkg/internal/third_party/go-json-experiment/json/LICENSE,BSD-3-Clause
k8s.io/kube-openapi/pkg/validation/spec,https://github.com/kubernetes/kube-openapi/blob/43fb72c5454a/pkg/validation/spec/LICENSE,Apache-2.0
k8s.io/utils,https://github.com/kubernetes/utils/blob/b8788abfbbc2/LICENSE,Apache-2.0
k8s.io/utils/internal/third_party/forked/golang,https://github.com/kubernetes/utils/blob/b8788abfbbc2/internal/third_party/forked/golang/LICENSE,BSD-3-Clause
k8s.io/utils/third_party/forked/golang/btree,https://github.com/kubernetes/utils/blob/b8788abfbbc2/third_party/forked/golang/btree/LICENSE,Apache-2.0
sigs.k8s.io/controller-runtime,https://github.com/kubernetes-sigs/controller-runtime/blob/v0.24.1/LICENSE,Apache-2.0
sigs.k8s.io/json,https://github.com/kubernetes-sigs/json/blob/2d320260d730/LICENSE,Apache-2.0
sigs.k8s.io/json,https://github.com/kubernetes-sigs/json/blob/2d320260d730/LICENSE,BSD-3-Clause
sigs.k8s.io/kustomize/api,https://github.com/kubernetes-sigs/kustomize/blob/api/v0.18.0/api/LICENSE,Apache-2.0
sigs.k8s.io/kustomize/kyaml,https://github.com/kubernetes-sigs/kustomize/blob/kyaml/v0.18.1/kyaml/LICENSE,Apache-2.0
sigs.k8s.io/network-policy-api,https://github.com/kubernetes-sigs/network-policy-api/blob/v0.1.5/LICENSE,Apache-2.0
sigs.k8s.io/randfill,https://github.com/kubernetes-sigs/randfill/blob/v1.0.0/LICENSE,Apache-2.0
sigs.k8s.io/release-utils/version,https://github.com/kubernetes-sigs/release-utils/blob/v0.12.2/LICENSE,Apache-2.0
sigs.k8s.io/structured-merge-diff/v6,https://github.com/kubernetes-sigs/structured-merge-diff/blob/v6.3.3/LICENSE,Apache-2.0
sigs.k8s.io/yaml,https://github.com/kubernetes-sigs/yaml/blob/v1.6.0/LICENSE,Apache-2.0
sigs.k8s.io/yaml,https://github.com/kubernetes-sigs/yaml/blob/v1.6.0/LICENSE,BSD-3-Clause
sigs.k8s.io/yaml,https://github.com/kubernetes-sigs/yaml/blob/v1.6.0/LICENSE,MIT
